,Hotel_Title,Title_URL,Address,Address_URL,City,Review_Text,Price,Rating,State
509,Imperial Garden Hotel,https://hotels.ng/hotel/39715-imperial-garden-hotel-lagos,"Ikeja, Lagos - 44 Unity Road Off Mobolaji Bank Anthony Way ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"I spent a night at the hotel. The room was what I expected; beautiful, clean and a well dr...",8500.0,7.3,Lagos
517,Terris Hotel ,https://hotels.ng/hotel/1003007-terris-hotel-suite-lagos,"Ogba, Lagos - 22B, Tunde Gabby Street, Behind County Hospital, By County Bus Stop",https://hotels.ng/hotels-in-lagos/ogba,Ogba,"A very good hotel in all aspects. Large room, quality fittings throughout and very comfort...",12000.0,7.0,Lagos
522,Rockview Hotel,https://hotels.ng/hotel/15898-rockview-hotel-lagos,"Festac, Lagos - Plot 33, 23 Road, 2nd Avenue ",https://hotels.ng/hotels-in-lagos/festac,Festac,The hotel was okay. It's a beautiful place and very nice too. All the complaints we made r...,13680.0,6.5,Lagos
528,Diamond Lodge Hotel ,https://hotels.ng/hotel/84546-diamond-lodge-hotel-lagos,"Surulere, Lagos - 12 Sabiu Ajose Street, Off Modupe Johnson",https://hotels.ng/hotels-in-lagos/surulere,Surulere,My stay at the hotel was good and pleasing. I was very comfortable in my room although it ...,5500.0,7.4,Lagos
533,Vic James Apartments,https://hotels.ng/hotel/15511-vic-james-apartments-lagos,"Festac, Lagos - 1, Alhaji Kuti Olayiwola Street, Diamond Estate",https://hotels.ng/hotels-in-lagos/festac,Festac,"I enjoyed my time at the hotel, it was lovely. I did not frolic at the hotel though, but I...",15000.0,6.8,Lagos
539,Haile Selassies Suite,https://hotels.ng/hotel/78232-haile-selassies-suite-lagos,"Surulere, Lagos - 60, Adetola Street.",https://hotels.ng/hotels-in-lagos/surulere,Surulere,"

My stay at the hotel was nice, the hotel was easy to locate. Their staff was respectfu...",11500.0,6.7,Lagos
543,L'eola Hotel,https://hotels.ng/hotel/1002393-lesdway-hotels-maryland-lagos,"Maryland, Lagos - No 1 Mugambo Close Off Emmanuel Street, Maryland Lagos.",https://hotels.ng/hotels-in-lagos/maryland,Maryland,"I really had a good time at the Hotel. Everything, from my point of check-in to check-out ...",60000.0,7.8,Lagos
554,Academy Hotel Limited,https://hotels.ng/hotel/35917-yct-royal-guest-house-lagos,"Yaba, Lagos - Opposite Yaba College Of Technology 2nd, Gate Abule Ijesha Road.",https://hotels.ng/hotels-in-lagos/yaba,Yaba,My stay at the hotel was not bad at all. Everything was just as it ought to be. The servic...,9000.0,7.5,Lagos
555,Splendour Hotels,https://hotels.ng/hotel/42948-splendour-hotels-lagos,"Ilupeju, Lagos - 1 Adefowope Street Off Association Avenue, Ilupeju",https://hotels.ng/hotels-in-lagos/ilupeju,Ilupeju,"It is a good hotel,  I did not  regret my stay in this hotel. Their service was good, good...",25550.0,7.8,Lagos
561,White Royal Hotel,https://hotels.ng/hotel/1006132-white-royal-hotel-lagos,"Igando, Lagos - Km 1, LASU - Igando Road, Isheri Power Line Bus Stop",https://hotels.ng/hotels-in-lagos/igando,Igando,I had a smooth check in upon arrival that day and my stay itself was good. I didn't have p...,12000.0,7.4,Lagos
578,Ced Lodge,https://hotels.ng/hotel/1009578-ced-lodge-lagos,"Ikotun, Lagos - 46, Segun Irefin Street Behind Synagogue Church, Synagogue Bus Stop, Egbe ",https://hotels.ng/hotels-in-lagos/ikotun,Ikotun,I enjoyed my stay at the hotel. The environment is quiet and lovely. They have very nice s...,3500.0,6.0,Lagos
598,ANJIEZ ROYAL SUITE,https://hotels.ng/hotel/994940-anjiez-royal-suite-lagos,"Ikeja, Lagos - 4,Olugbesan Close, Behind Alade Market Allen Avenue",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,ANJIEZ ROYAL SUITE is a nice hotel. The staff are very professional. The customer service ...,10000.0,7.2,Lagos
613,Class Suites Budget (Formerly Cottage 2 Guest House),https://hotels.ng/hotel/57555-cottage-2-guest-house-lagos,"Ikeja, Lagos - 3, Anu Oluwapo Close, Off Agbaoku Street, Opebi, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"I had a good stay at the hotel.I was well received by the staff, the room I stayed in was ...",10000.0,6.5,Lagos
634,Posh Apartments Metro,https://hotels.ng/hotel/998631-posh-lagos,"Lagos, Lagos - 50B Abba Johnson Crescent Adeniyi Jones Ikeja",https://hotels.ng/hotels-in-lagos/lagos,Lagos,My stay was just good....,9450.0,7.6,Lagos
642,Hymax Grace Suites Limited,https://hotels.ng/hotel/66498-hymax-grace-suites-limited-lagos,"Lekki, Lagos - Block 19 Plot 13 Road 37, Emeka Nweze Street, Opposite Nepa, Lekki Peninsula Scheme 1",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"It was great staying here, the services rendered at the hotel were impressive. I was satis...",17000.0,6.2,Lagos
656,Lagoon Crest Hotel,https://hotels.ng/hotel/65435-lagoon-crest-hotel-lagos,"Lekki, Lagos - 23 Admiralty Road, Lekki Phase 1, Off Admiralty Way By Tantalizers",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"I had a good stay at the hotel. Good customer services, good working facilities available....",18000.0,6.4,Lagos
666,The Residence Apartments ,https://hotels.ng/hotel/1012691-the-residence-apartments-lagos,"Ikoyi, Lagos - No 5 Lugard Avenue Ikoyi",https://hotels.ng/hotels-in-lagos/ikoyi,Ikoyi,"I loved my stay at the hotel, beautiful location, clean environment, delicious meal, clean...",26500.0,7.8,Lagos
695,NERDC Guest House ,https://hotels.ng/hotel/48821-nerdc-guest-house-lagos,"Ikeja, Lagos - NERDC Road, Agidingi",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"The staff were prompt, courteous and friendly; especially the front desk officer. The loca...",6500.0,7.4,Lagos
699,Ehi Guest House ,https://hotels.ng/hotel/26388-ehi-guest-house-lagos,"Egbeda, Lagos - 7/9, Goddy Love Street, Opp. Baale Bus Stop,Egbeda",https://hotels.ng/hotels-in-lagos/egbeda,Egbeda,"The Guest House was so perfect. Water, electricity and security was wonderful, my room was...",5250.0,7.5,Lagos
702,Dv8 Hotel Limited ,https://hotels.ng/hotel/62239-dv8-hotel-limited-lagos,"Surulere, Lagos - 10 Abiona Close, Off Falolu Road",https://hotels.ng/hotels-in-lagos/surulere,Surulere,My stay was just okay at the hotel. I was well received by the staff and the service deliv...,16000.0,6.1,Lagos
704,Chalon Suites,https://hotels.ng/hotel/89452-chalon-suites-lagos,"Oshodi-Isolo, Lagos - 2, Akiti Close, Akiti Avenue Off Okota Road ",https://hotels.ng/hotels-in-lagos/oshodi-isolo,Oshodi-Isolo,My stay at the hotel was pretty good. I was well received by the staff. The environment wa...,13000.0,7.4,Lagos
707,Medallion Royal Suites,https://hotels.ng/hotel/21551-medallion-royal-suites-lagos,"Ikeja, Lagos - 20 Oladipupo Oduwole Street Ojodu",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"The place was very decent with 24 hours power supply, the food is nice and I enjoyed every...",4275.0,7.5,Lagos
711,Chesney Hotels ,https://hotels.ng/hotel/19363-chesney-hotels-lagos,"Victoria Island, Lagos - 37, Saka Tinubu Street, Victoria Island",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,"I would rate the hotel an 8 out of 10, my stay was very good, just a little short of excel...",40000.0,7.3,Lagos
713,Imperial Suites Hotel,https://hotels.ng/hotel/73586-imperial-suites-hotel-lagos,"Ebute Metta, Lagos - 59, Lagos Street",https://hotels.ng/hotels-in-lagos/ebute-metta,Ebute Metta,The hotel was okay. It is located in a calm and quite environment. The room given to me wa...,8500.0,7.4,Lagos
736,Serendipity Anchotel,https://hotels.ng/hotel/98247-serendipity-hotel-lagos,"Ikeja, Lagos - 1A Abiodun Close Off Oluwaleimu  Street By Ladipo",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"Comfortable, stable electricity, delicious cuisines, friendly environment. Good service. ...",15000.0,7.2,Lagos
756,LekkiAstor Tourist Inn,https://hotels.ng/hotel/1008132-lekki-astor-tourist-inn-lagos,"Lekki , Lagos - Plot 115 Ayo Babatunde Cresent, Off Frank Kuboye Oniru Estate By New Ebeano Supermarket",https://hotels.ng/hotels-in-lagos/lekki,Lekki ,"My stay at the hotel was good that I had to extend it. The room was cozy and homely, the t...",15000.0,6.7,Lagos
792,Hotel Lawa,https://hotels.ng/hotel/38673-hotel-lawa-lagos,"Ebute Metta, Lagos - 312, Borno Way, Alagomeji. Ebute-Metta.",https://hotels.ng/hotels-in-lagos/ebute-metta,Ebute Metta,The hotel had a lovely environment with a lot of security measures that was put in place t...,8500.0,6.9,Lagos
801,Hotel Ibis Royale,https://hotels.ng/hotel/97413-hotel-ibis-royale-lagos,"Ajao Estate, Lagos - 41, Murtala Mohammed International Airport Road,  Ajao Road",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,"I had a fantastic experience, the hotel was really enjoyable. Nice reception, beautiful ro...",13000.0,6.8,Lagos
802,Admiralty Residency Hotel,https://hotels.ng/hotel/83881-admiralty-hotel-lagos,"Lekki, Lagos - 1B, Tourism Road Admiralty Estate Off Alpha Beach Road",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"The hotel is very clean and central, we had no issue at all finding it, it's a perfect pla...",9000.0,6.4,Lagos
811,The African Garden Lodge,https://hotels.ng/hotel/13581-the-african-garden-lodge-lagos,"Ikeja, Lagos - 418 Omofade Crescent, Omole Phase 1",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"Polite staff, clean environment. I enjoyed my stay....",10000.0,6.3,Lagos
819,Chatwell Hotel,https://hotels.ng/hotel/76136-chatwell-hotel-lagos,"Maryland, Lagos - 1 Ben Ohale Drive, Down Igidi Street, Off Ajose Street, Mende",https://hotels.ng/hotels-in-lagos/maryland,Maryland,"The hotel is a hidden home away from home. When next am around, I will visit there. Nice m...",10000.0,7.8,Lagos
821,Eeyilobe Guest House,https://hotels.ng/hotel/1015205-eeyilobe-guest-house,"Ikeja, Lagos -  6, Makinde Street Alausa Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"The hotel is superb. Very clean,  24 hours power supply, cable TV was on point, the staff ...",11400.0,7.2,Lagos
838,Jocason Hotel,https://hotels.ng/hotel/74338-jocason-hotel-lagos,"Mushin, Lagos - Phase 11 51 Adebayo  Street Opposite Isolo Road",https://hotels.ng/hotels-in-lagos/mushin,Mushin,"Wonderful interiors, very good price, not too expensive. The reception personnel were very...",6000.0,7.4,Lagos
841,Radisson Blu Anchorage Hotel,https://hotels.ng/hotel/95648-radisson-blu-anchorage-hotel-lagos,"Victoria Island, Lagos - 1A Ozumba Mbadiwe Avenue",https://hotels.ng/hotels-in-lagos/victoria-island,Victoria Island,My stay was nothing short of splendid. The environment was calm and serene the rooms looke...,67700.0,7.4,Lagos
842,Peridot Hotel ,https://hotels.ng/hotel/72246-peridot-hotel-and-suites-lagos,"Festac, Lagos - Lake View Phase 1 Plot 1D 3643 By Ican Center.",https://hotels.ng/hotels-in-lagos/festac,Festac,My stay at the hotel was not quite bad. The customer services was on point and the hotel c...,9000.0,6.6,Lagos
845,Sikky Rolex Hotel,https://hotels.ng/hotel/26179-sikky-rolex-hotel-lagos,"Gbagada, Lagos - 25 Ayodele Oke Owo Street, Near Deeper Life.",https://hotels.ng/hotels-in-lagos/gbagada,Gbagada,"My check-in was as smooth as my check-out. The staff were courteous and very respectful, e...",3500.0,6.5,Lagos
921,Milestone Hotel ,https://hotels.ng/hotel/24482-milestone-hotel-and-suites-lagos,"Ajah, Lagos - 2/4 Milestone Close, Skido Bus-stop, Ado Road, Ajah",https://hotels.ng/hotels-in-lagos/ajah,Ajah,"I had no issues at all at the hotel. In fact, my stay was wonderful. Everything was perfec...",12000.0,6.2,Lagos
922,Moonshine Hotel,https://hotels.ng/hotel/85263-moonshine-hotel-lagos,"Lagos Island, Lagos - 84, Moshalashi Street, Obalende ",https://hotels.ng/hotels-in-lagos/lagos-island,Lagos Island,"The staff at this hotel were very helpful. The hotel's facilities were functional, everyth...",5100.0,6.0,Lagos
937,"De Royale Hotel And Suites, Egbeda",https://hotels.ng/hotel/1012455-de-royale-hotel-lagos,"Egbeda, Lagos - 77, Egbeda - Idimu Road, Car Cash Bus Stop, Egbeda",https://hotels.ng/hotels-in-lagos/egbeda,Egbeda,The room was reasonably tidy with a very big bed that I slept in comfortably. It felt just...,9000.0,7.6,Lagos
1013,Buckingham Palace Hotel ,https://hotels.ng/hotel/47743-buckingham-palace-hotel-lagos,"Oshodi-Isolo, Lagos - Plot 21 Baba Ewe Street, Off Ago Palace Way, Opp Diamond Bank, Isolo",https://hotels.ng/hotels-in-lagos/oshodi-isolo,Oshodi-Isolo,This isn't the first time I'll be staying in this hotel. Everything at the hotel was in gr...,6000.0,7.0,Lagos
1044,Sylva Link Hotel Limted ,https://hotels.ng/hotel/89545-sylva-link-hotel-limted-lagos,"Anthony Village, Lagos - 1A Kunle Adebowale Street Off Adebayo Mpkuolu Street, Anthony Village",https://hotels.ng/hotels-in-lagos/anthony-village,Anthony Village,My stay at the hotel was great. The hotel's attendant was very nice and attentive. However...,9000.0,7.5,Lagos
1154,Sunnyside Hotel And Suites,https://hotels.ng/hotel/1011571-sunnyside-hotel-and-suites-lagos,"Ketu-Alapere, Lagos - 494 Ikorodu Road",https://hotels.ng/hotels-in-lagos/ketu-alapere,Ketu-Alapere,My stay was fine at the hotel. The hotel was very cool and nice. The customer service was ...,6000.0,7.8,Lagos
1377,Lakeem Suites ,https://hotels.ng/hotel/78865-lakeem-suites-lagos,"Surulere, Lagos - 23 Adebola Street, Off Adeniran Ogunsanya Street",https://hotels.ng/hotels-in-lagos/surulere,Surulere,"My stay was just fine, the staff were very professional. The room I checked into was full ...",11000.0,6.0,Lagos
1378,Ashosh Hotel,https://hotels.ng/hotel/77922-ashosh-transit-budget-hotel-abaji,"Ikeja, Lagos - No 3, Babatola Close,  Off Awolowo Way, Beside Awolowo Glass House, Ikeja",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"Very good stay at Ashosh Hotel. Customer service was good, the room was clean and comforta...",10000.0,7.3,Lagos
1379,Lekki Oxford Hotels,https://hotels.ng/hotel/25449-lekki-oxford-hotels-lagos,"Lekki, Lagos - 10-12 Agungi Road, Off Lekki - Ajah Expressway, Before Chevron Roundabout",https://hotels.ng/hotels-in-lagos/lekki,Lekki,The hotel's management and staff were friendly and always eager to assist. They were timel...,18000.0,6.6,Lagos
1382,Splendor Suites,https://hotels.ng/hotel/57615-splendor-hotel-nasarawa,"Ikeja, Lagos - 4 Fadeyi Aladura Street Off Oritse Street,By Balogun Bustop Awolowo Way ",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,"This is a good hotel, the environment was serene and extremely neat, the staff were very h...",6500.0,7.7,Lagos
1383,Figlos Hotel And Suites,https://hotels.ng/hotel/37322-figlos-hotel-and-suites-lagos,"Lekki, Lagos - 38 TF Kuboye Road, Off Maroko Police Station, Opposite First Bank, Oniru",https://hotels.ng/hotels-in-lagos/lekki,Lekki,"

My stay was short of beautiful, your hotel is passionate about giving their customer t...",10000.0,6.6,Lagos
1384,Excel Oriental Hotel ,https://hotels.ng/hotel/34678-excel-oriental-hotel-and-suites-lagos,"Mafoluku, Lagos - 16 - 18, Muritala International Airport Road",https://hotels.ng/hotels-in-lagos/mafoluku,Mafoluku,I enjoyed my stay at the hotel. I had no issues checking in and out of the place.The staff...,20000.0,7.1,Lagos
1385,Niger Palace Hotel,https://hotels.ng/hotel/19183-niger-palace-hotel-lagos,"Yaba, Mainland, Lagos - 1 Thorburn Avenue, Sabo","https://hotels.ng/hotels-in-lagos/yaba,-mainland","Yaba, Mainland","

My stay was just memorable, the hotel's management and staff had a good and excellent ...",11000.0,6.0,Lagos
1386,Isno Hotel Nigeria Limited,https://hotels.ng/hotel/19232-isno-hotel-nigeria-limited-lagos,"Ajao Estate, Lagos - 24 Ajibade Oke Street By Asa-Afariogun Street, Off M/M Int'l Airport Road",https://hotels.ng/hotels-in-lagos/ajao-estate,Ajao Estate,"I had a nice time at the hotel, the room was very nice with lovely furniture. Beautiful en...",10500.0,6.6,Lagos
1406,DE PARTNER'S HOTEL 1,https://hotels.ng/hotel/994901-de-partners-hotel-lagos,"Ikeja, Lagos - 14 Bamishile Street, Off Allen Avenue, Allen Avenue",https://hotels.ng/hotels-in-lagos/ikeja,Ikeja,Nice and quiet environment with good service....,12000.0,7.9,Lagos
1452,Amethyst Apartments,https://hotels.ng/hotel/1012300-amethyst-apartment-lagos,"Lekki Phase 1, Lagos - Plot 9 Modupe Odunlami Street, Off Bosun Adekoya",https://hotels.ng/hotels-in-lagos/lekki-phase-1,Lekki Phase 1,"This place is as advertised. Clean, comfortable, easy commute, and well secured. I staye...",60000.0,7.5,Lagos
0,Hotel Seventeen,https://hotels.ng/hotel/44141-hotel-17-kaduna,"Kaduna, Kaduna - 6 Tafawa Balewa Way Lafiya Road",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,Nice stay but the hotel did not have a shoe shiner....,18313.0,6.8,Kaduna
1,Epitome Hotels ,https://hotels.ng/hotel/23912-epitome-hotels-suites-kaduna,"Kaduna South, Kaduna - 12/13 Ethiopia Street.",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,"I enjoyed my stay, the environment was cool....",9000.0,6.9,Kaduna
2,Asaa Pyramid Hotel,https://hotels.ng/hotel/43674-asaa-pyramid-hotel-kaduna,"Kaduna North, Kaduna - 13 Lafia Road, Off Independence Way ",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,It was a beautiful experience for me. Every part of the hotel was beautiful and the facili...,22000.0,7.3,Kaduna
3,Sonic Immaculate Hotel,https://hotels.ng/hotel/11967-immaculate-hotel-kaduna,"Zaria, Kaduna - 4, Park Road, Sabon-Gari ",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,"My stay was good, I had no challenge....",6500.0,6.6,Kaduna
4,Elegant Guest Inn,https://hotels.ng/hotel/92434-elegant-guest-inn-kaduna,"Kaduna North, Kaduna - 9 Necco Road Mando ",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,I had an okay stay at this hotel and I believe I got value for my money. The room was as i...,2200.0,6.4,Kaduna
6,Zecool Hotels Limited,https://hotels.ng/hotel/88189-zecool-hotels-limited-headquaters-kaduna,"Kaduna South, Kaduna - 3, Zecool Crescent, Barnawa Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,My stay at the hotel was an enjoyable one. The room had been well cleaned prior to my arri...,7200.0,6.7,Kaduna
8," COMMAND GUEST HOUSE, KADUNA",https://hotels.ng/hotel/1012359-command-guest-house-kaduna-kaduna,"Kaduna, Kaduna - No. 10, Muhammad Buhari Way (Former Waff Road)",https://hotels.ng/hotels-in-kaduna/kaduna,Kaduna,My stay was wonderful at the hotel. I appreciated the prompt service and the courtesy the ...,12000.0,6.8,Kaduna
10,Tomaso King Palace 3,https://hotels.ng/hotel/1008580-tomaso-king-palace-3-kaduna,"Barnawa Kaduna, Kaduna - 59/60 Angola Crescent, Barnawa",https://hotels.ng/hotels-in-kaduna/barnawa-kaduna,Barnawa Kaduna,"I enjoyed myself, my stay was nice....",4150.0,6.0,Kaduna
11,Zecool Hotels (Annex),https://hotels.ng/hotel/37213-zeecool-hotels-kaduna,"Kaduna South, Kaduna - 1 Algeria Road, Barnawa Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,Very comfortable and convenience...,5500.0,6.3,Kaduna
18,Bafra International Hotels,https://hotels.ng/hotel/96355-bafra-suites-kaduna,"Kaduna North, Kaduna - 11B Yakubu Avenue Off Akali Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,"I like the ambiance of the hotel, the room was well arranged with nice furniture. Their se...",20500.0,7.5,Kaduna
20,Ovation Executive Hotel,https://hotels.ng/hotel/92616-ovation-executive-hotel-kaduna,"Kaduna South, Kaduna - No 25 Gongola Road Off Challawa Crescent Barnawa",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,I totally enjoyed my stay at the hotel. I was well received. The room was clean and cozy. ...,3000.0,7.6,Kaduna
21,TeeJay Palace Hotel,https://hotels.ng/hotel/99967-tee-jay-palace-hotel-kaduna,"Zaria, Kaduna - 6, Western Way Close, GRA",https://hotels.ng/hotels-in-kaduna/zaria,Zaria,"My stay was good, I will give them a 4 Star rating....",6450.0,7.1,Kaduna
23,Emerald Suites,https://hotels.ng/hotel/28897-emerald-suites-kaduna,"Kaduna North, Kaduna - 8 Gwani Murktar Road, Off Gwanju Rabah Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,The hotel was okay but the challenge was that they have no gym. ...,15600.0,7.6,Kaduna
37,Crystal Garden Hotel,https://hotels.ng/hotel/62279-crystal-garden-hotel-kaduna,"Kaduna North, Kaduna - 103 Isa Kaita Road, P. O. Box 7048, Unguwar Rimi",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,My stay was okay at the hotel. The environment was cool and serene. My room was quite clea...,13500.0,7.4,Kaduna
39,Access International Hotel,https://hotels.ng/hotel/27681-access-international-hotel-kaduna,"Kaduna South, Kaduna - Plot 3/4 Negil Close, Off Constitution Road",https://hotels.ng/hotels-in-kaduna/kaduna-south,Kaduna South,"The hotel is very clean and central, we had no issue at all finding it, it's a perfect pla...",10500.0,6.2,Kaduna
43,Crocodile Hotel,https://hotels.ng/hotel/52391-crocodile-hotel-kaduna,"Kaduna North, Kaduna - 7B Kanta Road",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,I received splendid service at this hotel. The room was up to my expectation and the staff...,50000.0,6.8,Kaduna
51,Royal Tropicana Suites,https://hotels.ng/hotel/11993-royal-tropicana-suites-kaduna,"Kaduna North, Kaduna - No. 72 A&B Isa Kaita Road, Kaduna",https://hotels.ng/hotels-in-kaduna/kaduna-north,Kaduna North,"The services  rendered at the hotel were impeccable, I loved the staff. Although I had som...",10000.0,7.0,Kaduna
